,DEPARTAMENTO,MUNICIPIO,Total_100 y más,Total Hombres,Total Mujeres,Total,Total_0_4,Total_5_14,Total_15_44,Total_45_64,Total_65_84,Total_85_99
46772,BOYACA,TIPACOQUE,0,1677,1613,3290,240,519,1283,741,440,67
46925,BOYACA,TOCA,5,4505,4388,8893,874,1632,3651,1755,828,148
47078,BOYACA,TOGÜI,2,2238,2097,4335,388,811,1549,1013,481,91
47231,BOYACA,TOPAGA,0,1780,1917,3697,337,630,1557,745,353,75
47384,BOYACA,TOTA,2,2626,2607,5233,537,981,2063,1037,528,85
47537,BOYACA,TUNUNGUA,0,858,718,1576,161,258,615,314,191,37
47690,BOYACA,TURMEQUE,2,3048,3108,6156,425,972,2138,1490,973,156
47843,BOYACA,TUTA,2,4120,4341,8461,739,1447,3393,1731,962,187
47996,BOYACA,TUTAZA,0,984,1055,2039,192,329,802,453,224,39
48149,BOYACA,UMBITA,2,3889,3663,7552,588,1277,2740,1756,1017,172
48302,BOYACA,VENTAQUEMADA,59,7991,8102,16093,1455,2877,6805,3112,1530,255
48455,BOYACA,VIRACACHA,0,1450,1359,2809,175,460,1011,685,422,56
48608,BOYACA,ZETAQUIRA,2,2342,2283,4625,329,748,1696,1066,653,131
48761,CALDAS,MANIZALES,201,210254,235906,446160,23587,50227,198767,113931,53426,6021
48914,CALDAS,AGUADAS,13,11486,11562,23048,1679,3293,9207,5822,2729,305
49067,CALDAS,ANSERMA,17,18339,18352,36691,2398,5062,14880,9357,4456,521
49220,CALDAS,ARANZAZU,6,4971,5585,10556,784,1589,3920,2674,1418,165
49373,CALDAS,BELALCAZAR,6,5402,5248,10650,982,1743,4168,2430,1184,137
49526,CALDAS,CHINCHINA,16,25061,27206,52267,3125,6852,22567,13062,5980,665
49679,CALDAS,FILADELFIA,6,5724,5676,11400,751,1651,4109,3159,1559,165
49832,CALDAS,LA DORADA,23,35874,38132,74006,5563,11237,32299,16900,7289,695
49985,CALDAS,LA MERCED,2,2989,2893,5882,363,784,2178,1659,818,78
50138,CALDAS,MANZANARES,38,8965,8829,17794,1346,2654,6952,4431,2133,240
50291,CALDAS,MARMATO,2,4666,4501,9167,915,1572,4070,1865,665,78
50444,CALDAS,MARQUETALIA,6,6792,6698,13490,1094,2170,5132,3309,1602,177
50597,CALDAS,MARULANDA,0,1342,1202,2544,230,376,983,659,269,27
50750,CALDAS,NEIRA,11,10575,10539,21114,1517,3071,8423,5188,2642,262
50903,CALDAS,NORCASIA,3,3049,3079,6128,524,1076,2651,1263,551,60
51056,CALDAS,PACORA,6,7724,7600,15324,930,1931,5795,4325,2060,277
51209,CALDAS,PALESTINA,6,7923,7758,15681,1205,2283,6559,3814,1620,194
51362,CALDAS,PENSILVANIA,11,9968,9787,19755,1515,3063,7558,4799,2446,363
51515,CALDAS,RIOSUCIO,24,25679,26277,51956,4062,7631,21333,11726,6364,816
51668,CALDAS,RISARALDA,7,5527,5041,10568,739,1486,4374,2652,1172,138
51821,CALDAS,SALAMINA,11,9740,9653,19393,1165,2572,7415,5266,2621,343
51974,CALDAS,SAMANA,8,10166,9801,19967,1706,3309,7793,4715,2193,243
52127,CALDAS,SAN JOSE,2,2526,2390,4916,409,719,1848,1271,586,81
52280,CALDAS,SUPIA,13,14366,14997,29363,2322,4330,12688,6696,2949,365
52433,CALDAS,VICTORIA,6,5116,5235,10351,808,1656,4026,2521,1187,147
52586,CALDAS,VILLAMARIA,29,32463,34966,67429,4376,8881,30938,15981,6558,666
52739,CALDAS,VITERBO,8,6096,6757,12853,720,1714,5356,3203,1663,189
52892,CAQUETA,FLORENCIA,41,85624,87387,173011,14712,29997,85269,30887,10944,1161
53045,CAQUETA,ALBANIA,0,2231,2165,4396,377,895,1924,846,315,39
53198,CAQUETA,BELEN DE LOS ANDAQUIES,2,5552,5629,11181,1000,2449,4954,1955,732,89
53351,CAQUETA,CARTAGENA DEL CHAIRA,6,15885,15266,31151,3792,7215,13832,4838,1359,109
53504,CAQUETA,CURILLO,2,3875,3897,7772,870,1739,3332,1298,476,55
53657,CAQUETA,EL DONCELLO,4,9491,9793,19284,1783,3804,8224,3751,1536,182
53810,CAQUETA,EL PAUJIL,3,9420,9044,18464,1958,3838,7987,3322,1194,162
53963,CAQUETA,LA MONTAÑITA,0,7682,7010,14692,1541,3362,6399,2507,807,76
54116,CAQUETA,MILAN,0,5149,4803,9952,1244,2533,4160,1491,482,42
54269,CAQUETA,MORELIA,0,1883,1864,3747,379,713,1655,714,260,26
54422,CAQUETA,PUERTO RICO,4,13302,12980,26282,2598,5678,11514,4546,1721,221
54575,CAQUETA,SAN JOSE DEL FRAGUA,2,6639,6460,13099,1318,3011,5869,2123,692,84
54728,CAQUETA,SAN VICENTE DEL CAGUAN,8,27385,25208,52593,6124,11389,24271,8202,2374,225
54881,CAQUETA,SOLANO,0,6280,5223,11503,1468,2755,5236,1553,448,43
55034,CAQUETA,SOLITA,2,3214,3132,6346,629,1400,2744,1127,391,53
55187,CAQUETA,VALPARAISO,0,3676,3372,7048,561,1578,3042,1355,449,63
55340,CAUCA,POPAYAN,195,156375,169102,325477,20333,42499,156469,72431,29618,3932
55493,CAUCA,ALMAGUER,6,9047,9130,18177,1151,2772,8585,3528,1884,251
55646,CAUCA,ARGELIA,6,13916,12672,26588,2106,4462,13980,4374,1460,200
55799,CAUCA,BALBOA,8,10751,10686,21437,1486,3447,10146,4194,1831,325
55952,CAUCA,BOLIVAR,15,18744,18250,36994,2242,5163,17073,7839,4033,629
56105,CAUCA,BUENOS AIRES,6,15944,16105,32049,2869,5845,15466,5296,2194,373
56258,CAUCA,CAJIBIO,25,21893,20940,42833,3350,7408,19565,8025,3902,558
56411,CAUCA,CALDONO,6,21255,20515,41770,4588,8656,19262,6187,2747,324
56564,CAUCA,CALOTO,22,15021,15195,30216,2440,5170,14879,5184,2153,368
56717,CAUCA,CORINTO,7,12775,12665,25440,1789,4161,12695,4628,1909,251
56870,CAUCA,EL TAMBO,7,27538,26231,53769,3772,8264,24325,10903,5497,1001
57023,CAUCA,FLORENCIA,2,2710,2593,5303,345,793,2452,1062,533,116
57176,CAUCA,GUACHENE,13,9302,10718,20020,1430,3238,10182,3590,1335,232
57329,CAUCA,GUAPI,15,13743,13953,27696,3032,6243,12219,4146,1774,267
57482,CAUCA,INZA,6,14868,14573,29441,3098,5981,13422,4490,2128,316
57635,CAUCA,JAMBALO,6,9316,9252,18568,2003,3752,9241,2463,976,127
57788,CAUCA,LA SIERRA,3,5441,5214,10655,728,1515,4750,2255,1212,192
57941,CAUCA,LA VEGA,6,12519,12123,24642,1720,3691,11485,4679,2626,435
58094,CAUCA,LOPEZ DE MICAY,6,9586,9346,18932,2419,4563,8422,2593,787,142
58247,CAUCA,MERCADERES,11,11630,11467,23097,1392,3384,9994,5093,2683,540
58400,CAUCA,MIRANDA,19,15687,16395,32082,2263,4941,15545,6462,2496,356
58553,CAUCA,MORALES,10,20246,19838,40084,4028,7529,19003,6371,2770,373
58706,CAUCA,PADILLA,4,4715,5277,9992,668,1535,4836,1940,833,176
58859,CAUCA,PAEZ,6,23840,22902,46742,5940,10671,21105,5935,2662,423
59012,CAUCA,PATIA,25,18206,19288,37494,2512,5945,17267,7892,3421,432
59165,CAUCA,PIAMONTE,2,4770,4489,9259,941,1960,4333,1520,438,65
59318,CAUCA,PIENDAMO - TUNIA,12,20693,21144,41837,3130,6592,19441,8290,3829,543
59471,CAUCA,PUERTO TEJADA,32,19379,22414,41793,3149,6578,19988,8589,3035,422
59624,CAUCA,PURACE,6,8754,8815,17569,1586,3026,8615,3008,1180,148
59777,CAUCA,ROSAS,4,5902,5637,11539,685,1488,4950,2661,1426,325
59930,CAUCA,SAN SEBASTIAN,2,5515,5547,11062,614,1537,5302,2270,1146,191
60083,CAUCA,SANTANDER DE QUILICHAO,39,55075,57926,113001,8788,17730,54700,21937,8597,1210
60236,CAUCA,SANTA ROSA,2,2817,2566,5383,444,948,2413,1044,462,70
60389,CAUCA,SILVIA,8,18899,19164,38063,3691,6945,18359,6189,2636,235
60542,CAUCA,SOTARA PAISPAMBA,6,7062,7148,14210,970,2053,6710,2896,1363,212
60695,CAUCA,SUAREZ,12,16445,16081,32526,2908,5919,15442,5650,2289,306
60848,CAUCA,SUCRE,4,4910,4759,9669,536,1444,4580,2023,951,131
61001,CAUCA,TIMBIO,22,17966,18321,36287,2390,5203,16207,8016,3805,644
61154,CAUCA,TIMBIQUI,12,13439,13168,26607,3455,6416,11872,3366,1264,222
61307,CAUCA,TORIBIO,6,18506,18188,36694,3348,7051,19027,5004,2012,246
61460,CAUCA,TOTORO,6,12816,12796,25612,2586,5010,12419,3893,1513,185
61613,CAUCA,VILLA RICA,24,9886,11442,21328,1682,3359,10590,4113,1360,200
61766,CESAR,VALLEDUPAR,165,259436,273520,532956,50660,98270,259051,91965,29856,2989
61919,CESAR,AGUACHICA,15,57695,60957,118652,10876,21785,56450,21284,7526,716
62072,CESAR,AGUSTIN CODAZZI,27,32459,32217,64676,6611,12859,29238,11132,4334,475
62225,CESAR,ASTREA,3,10775,10287,21062,2333,4545,9172,3460,1385,164
62378,CESAR,BECERRIL,5,11832,11476,23308,2844,5255,10724,3310,1069,101
62531,CESAR,BOSCONIA,10,21775,21551,43326,4418,9164,20653,6683,2190,208
62684,CESAR,CHIMICHAGUA,7,18119,18110,36229,3940,8082,14781,6358,2726,335
62837,CESAR,CHIRIGUANA,9,14706,14926,29632,3221,6087,13289,5024,1793,209
62990,CESAR,CURUMANI,7,19702,19965,39667,3923,8166,18167,6549,2589,266
63143,CESAR,EL COPEY,8,15850,15800,31650,3284,6542,14317,5291,1997,211
63296,CESAR,EL PASO,7,20308,20550,40858,4999,9129,19124,5790,1665,144
63449,CESAR,GAMARRA,3,7942,7922,15864,1356,2822,6951,3288,1289,155
63602,CESAR,GONZALEZ,0,2389,2179,4568,349,804,2024,964,389,38
63755,CESAR,LA GLORIA,3,9504,8944,18448,1806,3538,8224,3507,1231,139
63908,CESAR,LA JAGUA DE IBIRICO,18,25348,25598,50946,5676,10844,25264,7037,1912,195
64061,CESAR,MANAURE BALCON DEL CESAR,2,5487,5348,10835,967,2084,4980,1999,734,69
64214,CESAR,PAILITAS,5,9666,10039,19705,1795,3881,8988,3535,1347,154
64367,CESAR,PELAYA,6,11197,11094,22291,2229,4585,10138,3842,1349,142
64520,CESAR,PUEBLO BELLO,6,14891,14546,29437,4495,7702,12696,3359,1079,100
64673,CESAR,RIO DE ORO,3,9010,8783,17793,1436,2978,8121,3631,1463,161
64826,CESAR,LA PAZ,5,14825,14778,29603,3067,6038,13594,4930,1773,196
64979,CESAR,SAN ALBERTO,6,14167,14286,28453,2812,5363,13715,4919,1498,140
65132,CESAR,SAN DIEGO,9,10276,10194,20470,2120,4012,9109,3695,1353,172
65285,CESAR,SAN MARTIN,8,14623,14146,28769,2740,5573,14066,4827,1416,139
65438,CESAR,TAMALAMEQUE,3,8003,8186,16189,1712,3495,6686,2961,1183,149
65591,CORDOBA,MONTERIA,362,245439,259895,505334,41903,82320,238326,101502,36521,4400
65744,CORDOBA,AYAPEL,22,24003,23244,47247,4877,9714,19792,8906,3523,413
65897,CORDOBA,BUENAVISTA,7,10911,10540,21451,2013,4201,9155,4113,1740,222
66050,CORDOBA,CANALETE,7,7860,7577,15437,1451,3055,6553,3050,1162,159
66203,CORDOBA,CERETE,63,52993,55416,108409,8502,16826,48382,23650,9777,1209
66356,CORDOBA,CHIMA,11,9187,8718,17905,1330,2861,7485,4127,1834,257
66509,CORDOBA,CHINU,40,24753,23941,48694,3784,7488,20806,11210,4652,714
66662,CORDOBA,CIENAGA DE ORO,51,30534,29987,60521,4916,10089,26101,13014,5594,756
66815,CORDOBA,COTORRA,7,9786,9763,19549,1522,3080,8573,4289,1828,250
66968,CORDOBA,LA APARTADA,5,7642,7576,15218,1449,2875,6726,2936,1109,118
67121,CORDOBA,LORICA,80,56655,58806,115461,9745,19348,49993,24731,10092,1472
67274,CORDOBA,LOS CORDOBAS,7,9846,9468,19314,1823,3758,8166,3860,1489,211
67427,CORDOBA,MOMIL,8,10030,10087,20117,1580,3390,8640,4381,1855,263
67580,CORDOBA,MONTELIBANO,19,42060,43825,85885,8418,17076,39262,15474,5015,621
67733,CORDOBA,MOÑITOS,13,15518,15062,30580,2911,6118,13262,5830,2175,271
67886,CORDOBA,PLANETA RICA,21,31847,32929,64776,5537,11553,27713,13600,5559,793
68039,CORDOBA,PUEBLO NUEVO,8,18496,17990,36486,3280,6684,15841,7163,3098,412
68192,CORDOBA,PUERTO ESCONDIDO,7,12577,11787,24364,2224,4739,10186,4946,2005,257
68345,CORDOBA,PUERTO LIBERTADOR,11,22471,21102,43573,5012,9385,19235,7176,2473,281
68498,CORDOBA,PURISIMA DE LA CONCEPCION,4,8897,8690,17587,1586,3042,7600,3464,1655,236
68651,CORDOBA,SAHAGUN,67,54684,55549,110233,8766,17977,47613,23940,10305,1565
68804,CORDOBA,SAN ANDRES SOTAVENTO,24,24948,23094,48042,5284,9514,22033,7530,3245,412
68957,CORDOBA,SAN ANTERO,12,17353,17682,35035,3508,6465,15753,6635,2376,286
69110,CORDOBA,SAN BERNARDO DEL VIENTO,15,18600,18475,37075,3386,6890,15530,7533,3315,406
69263,CORDOBA,SAN CARLOS,11,13967,13401,27368,2406,4846,11433,5782,2521,369
69416,CORDOBA,SAN JOSE DE URE,4,7218,6596,13814,1672,3146,6060,2085,767,80
69569,CORDOBA,SAN PELAYO,26,26767,26227,52994,3885,8112,22030,12280,5814,847
69722,CORDOBA,TIERRALTA,31,48046,47131,95177,11575,20596,41364,15314,5602,695
69875,CORDOBA,TUCHIN,11,28379,26579,54958,7177,12229,24988,7153,2965,435
70028,CORDOBA,VALENCIA,18,18168,18175,36343,3223,7039,15389,7415,2884,375
70181,CUNDINAMARCA,AGUA DE DIOS,2,5953,6372,12325,638,1511,4420,3280,2116,358
70334,CUNDINAMARCA,ALBAN,2,3549,3330,6879,509,987,2852,1623,800,106
70487,CUNDINAMARCA,ANAPOIMA,4,7964,8100,16064,1158,2233,6494,3707,2099,369
70640,CUNDINAMARCA,ANOLAIMA,5,7521,7056,14577,966,2079,5138,3675,2390,324
70793,CUNDINAMARCA,ARBELAEZ,6,5569,5390,10959,684,1511,4071,2772,1619,296
70946,CUNDINAMARCA,BELTRAN,0,984,901,1885,151,287,738,416,257,36
71099,CUNDINAMARCA,BITUIMA,0,1390,1178,2568,181,337,767,715,507,61
71252,CUNDINAMARCA,BOJACA,2,5558,5534,11092,834,1803,5419,2246,704,84
71405,CUNDINAMARCA,CABRERA,2,2853,2209,5062,475,942,2225,1017,354,47
71558,CUNDINAMARCA,CACHIPAY,4,5447,5256,10703,767,1528,3980,2637,1581,206
71711,CUNDINAMARCA,CAJICA,23,44606,48361,92967,7103,13730,45404,19809,6254,644
71864,CUNDINAMARCA,CAPARRAPI,7,6869,6121,12990,789,1864,4674,3587,1845,224
72017,CUNDINAMARCA,CAQUEZA,6,9120,8836,17956,1462,2797,7459,4110,1865,257
72170,CUNDINAMARCA,CARMEN DE CARUPA,2,4131,3809,7940,631,1315,3288,1712,903,89
72323,CUNDINAMARCA,CHAGUANI,0,2412,1952,4364,273,596,1417,1213,768,97
72476,CUNDINAMARCA,CHIA,130,72144,77426,149570,9062,20168,71546,35167,11942,1555
72629,CUNDINAMARCA,CHIPAQUE,2,5098,4960,10058,841,1610,4161,2244,1033,167
72782,CUNDINAMARCA,CHOACHI,4,5736,5792,11528,756,1690,4710,2681,1467,220
72935,CUNDINAMARCA,CHOCONTA,8,11167,11111,22278,1966,3940,10214,4361,1635,154
73088,CUNDINAMARCA,COGUA,7,12048,12386,24434,2012,3829,10996,5281,2001,308
73241,CUNDINAMARCA,COTA,11,18162,18830,36992,2580,5707,17979,8037,2407,271
73394,CUNDINAMARCA,CUCUNUBA,2,4174,4083,8257,950,1502,3631,1456,647,69
73547,CUNDINAMARCA,EL COLEGIO,14,12884,13292,26176,1630,3613,9383,6484,4475,577
73700,CUNDINAMARCA,EL PEÑON,2,2493,2296,4789,331,747,1461,1289,846,113
73853,CUNDINAMARCA,EL ROSAL,7,12476,12292,24768,2191,4223,13280,3914,1045,108
74006,CUNDINAMARCA,FACATATIVA,26,76240,79738,155978,11475,23611,80341,30610,9074,841
74159,CUNDINAMARCA,FOMEQUE,5,6578,6225,12803,1054,1998,5268,2822,1472,184
74312,CUNDINAMARCA,FOSCA,2,3084,2954,6038,531,1067,2478,1193,664,103
74465,CUNDINAMARCA,FUNZA,19,51156,53930,105086,7585,15365,53671,21416,6441,589
74618,CUNDINAMARCA,FUQUENE,2,2566,2645,5211,448,803,2163,1128,573,94
74771,CUNDINAMARCA,FUSAGASUGA,131,74101,80042,154143,9350,20590,64717,35190,21095,3070
74924,CUNDINAMARCA,GACHALA,0,2313,2092,4405,285,628,1663,1062,661,106
75077,CUNDINAMARCA,GACHANCIPA,8,9672,9704,19376,1783,3205,10232,3200,836,112
75230,CUNDINAMARCA,GACHETA,4,4236,4303,8539,537,1189,3101,2117,1354,237
75383,CUNDINAMARCA,GAMA,0,1638,1576,3214,222,502,1114,769,496,111
75536,CUNDINAMARCA,GIRARDOT,31,53405,56387,109792,7245,14465,47753,26985,12090,1223
75689,CUNDINAMARCA,GRANADA,2,3950,3981,7931,698,1376,3547,1640,588,80
75842,CUNDINAMARCA,GUACHETA,6,7239,7002,14241,1530,2628,6351,2599,989,138
75995,CUNDINAMARCA,GUADUAS,11,18304,14908,33212,2028,4209,14582,8159,3767,456
76148,CUNDINAMARCA,GUASCA,4,8466,8468,16934,1312,2615,8028,3492,1300,183
76301,CUNDINAMARCA,GUATAQUI,0,1437,1335,2772,169,364,1023,677,476,63
76454,CUNDINAMARCA,GUATAVITA,2,3426,3385,6811,546,1036,2896,1643,601,87
76607,CUNDINAMARCA,GUAYABAL DE SIQUIMA,0,2402,2341,4743,327,682,1658,1225,753,98
76760,CUNDINAMARCA,GUAYABETAL,2,3490,3254,6744,773,1179,3127,1162,448,53
76913,CUNDINAMARCA,GUTIERREZ,0,1904,1663,3567,328,596,1642,668,302,31
77066,CUNDINAMARCA,JERUSALEN,0,1249,1066,2315,179,317,784,580,403,52
77219,CUNDINAMARCA,JUNIN,2,2960,3114,6074,335,827,2143,1585,999,183
77372,CUNDINAMARCA,LA CALERA,17,16203,16714,32917,2197,4535,15378,7979,2525,286
77525,CUNDINAMARCA,LA MESA,22,18175,17954,36129,2396,4837,13928,8807,5387,752
77678,CUNDINAMARCA,LA PALMA,6,5081,4729,9810,567,1292,3140,2909,1647,249
77831,CUNDINAMARCA,LA PEÑA,2,3358,2737,6095,343,802,2005,1699,1108,136
77984,CUNDINAMARCA,LA VEGA,7,9249,9393,18642,1388,2773,7447,4342,2322,363
78137,CUNDINAMARCA,LENGUAZAQUE,2,5573,5221,10794,1174,1959,4718,2089,763,89
78290,CUNDINAMARCA,MACHETA,2,3232,3046,6278,331,848,2420,1604,939,134
78443,CUNDINAMARCA,MADRID,21,62552,64586,127138,10535,19810,67494,22599,6159,520
78596,CUNDINAMARCA,MANTA,0,1982,1911,3893,200,446,1231,1106,719,191
78749,CUNDINAMARCA,MEDINA,4,4301,3910,8211,720,1482,3401,1695,800,109
78902,CUNDINAMARCA,MOSQUERA,18,73693,76972,150665,11598,22995,78904,29361,7259,530
79055,CUNDINAMARCA,NARIÑO,0,1286,1178,2464,155,315,976,630,346,42
79208,CUNDINAMARCA,NEMOCON,4,7203,7329,14532,1540,2604,6849,2607,827,101
79361,CUNDINAMARCA,NILO,2,8048,3980,12028,789,1329,7527,1545,733,103
79514,CUNDINAMARCA,NIMAIMA,0,1996,1767,3763,226,471,1330,984,666,86
79667,CUNDINAMARCA,NOCAIMA,2,3399,3163,6562,497,862,2335,1748,979,139
79820,CUNDINAMARCA,VENECIA,0,2321,2128,4449,364,677,1710,1078,559,61
79973,CUNDINAMARCA,PACHO,10,12680,13123,25803,1812,3924,9831,6235,3544,447
80126,CUNDINAMARCA,PAIME,2,2298,1981,4279,262,673,1544,1094,622,82
80279,CUNDINAMARCA,PANDI,2,2844,2490,5334,421,803,1976,1329,696,107
80432,CUNDINAMARCA,PARATEBUENO,4,4748,4470,9218,944,1762,4234,1633,575,66
80585,CUNDINAMARCA,PASCA,2,5016,4610,9626,717,1572,4053,2245,931,106
80738,CUNDINAMARCA,PUERTO SALGAR,7,8433,8238,16671,1269,2520,7521,3739,1439,176
80891,CUNDINAMARCA,PULI,0,1841,1597,3438,242,530,1061,958,571,76
81044,CUNDINAMARCA,QUEBRADANEGRA,2,2583,2344,4927,310,664,1689,1326,826,110
81197,CUNDINAMARCA,QUETAME,2,2732,2583,5315,533,943,2272,1050,450,65
81350,CUNDINAMARCA,QUIPILE,2,3518,3018,6536,441,915,2040,1784,1204,150
81503,CUNDINAMARCA,APULO,4,4496,4251,8747,692,1268,3306,2063,1230,184
81656,CUNDINAMARCA,RICAURTE,5,7265,7102,14367,1172,2107,6216,3184,1502,181
81809,CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA,12,6440,6389,12829,859,1765,4472,3298,2091,332
81962,CUNDINAMARCA,SAN BERNARDO,4,4632,4352,8984,789,1447,3457,2139,1006,142
82115,CUNDINAMARCA,SAN CAYETANO,2,2622,2356,4978,339,780,1907,1244,628,78
82268,CUNDINAMARCA,SAN FRANCISCO,4,5838,6006,11844,889,1721,4586,2747,1639,258
82421,CUNDINAMARCA,SAN JUAN DE RIOSECO,2,4358,4179,8537,597,1277,2852,2220,1377,212
82574,CUNDINAMARCA,SASAIMA,5,5998,5523,11521,708,1804,4235,2937,1607,225
82727,CUNDINAMARCA,SESQUILE,4,6344,6301,12645,1052,2063,5887,2601,897,141
82880,CUNDINAMARCA,SIBATE,15,18116,18542,36658,2727,5575,17647,7725,2662,307
83033,CUNDINAMARCA,SILVANIA,19,11853,11636,23489,1862,3610,9126,5528,2986,358
83186,CUNDINAMARCA,SIMIJACA,4,6812,7250,14062,1119,2509,6055,2922,1276,177
83339,CUNDINAMARCA,SOACHA,220,365728,387820,753548,59698,119121,390535,144124,37263,2587
83492,CUNDINAMARCA,SOPO,8,14220,14779,28999,1857,4130,14393,6569,1822,220
83645,CUNDINAMARCA,SUBACHOQUE,4,8342,8401,16743,1235,2474,7780,3835,1279,136
83798,CUNDINAMARCA,SUESCA,13,9309,9432,18741,1655,3152,8760,3734,1266,161
83951,CUNDINAMARCA,SUPATA,2,2841,2702,5543,358,810,2006,1441,824,102
84104,CUNDINAMARCA,SUSA,2,3607,3460,7067,620,1244,2856,1489,749,107
84257,CUNDINAMARCA,SUTATAUSA,2,3254,3187,6441,691,1162,2905,1151,472,58
84410,CUNDINAMARCA,TABIO,14,11812,12394,24206,1947,3595,11252,5382,1781,235
84563,CUNDINAMARCA,TAUSA,2,4515,4139,8654,937,1571,3855,1642,589,58
84716,CUNDINAMARCA,TENA,2,5414,5117,10531,798,1540,3947,2515,1529,200
84869,CUNDINAMARCA,TENJO,28,11842,12254,24096,1837,3570,11509,5273,1614,265
85022,CUNDINAMARCA,TIBACUY,2,2418,2221,4639,317,702,1583,1189,761,85
85175,CUNDINAMARCA,TIBIRITA,0,1617,1668,3285,173,385,1077,870,671,109
85328,CUNDINAMARCA,TOCAIMA,4,8340,8271,16611,978,2236,6344,4254,2457,338
85481,CUNDINAMARCA,TOCANCIPA,11,22741,22973,45714,4332,7654,24213,7507,1786,211
85634,CUNDINAMARCA,TOPAIPI,0,2287,1997,4284,283,597,1411,1186,725,82
85787,CUNDINAMARCA,UBALA,2,4153,3636,7789,500,1188,3130,1761,1063,145
85940,CUNDINAMARCA,UBAQUE,2,3708,3359,7067,527,1066,2704,1723,885,160
86093,CUNDINAMARCA,VILLA DE SAN DIEGO DE UBATE,13,22858,24053,46911,3944,7851,22683,8822,3164,434
86246,CUNDINAMARCA,UNE,4,3869,3502,7371,509,1126,3156,1710,742,124
86399,CUNDINAMARCA,UTICA,0,2330,2104,4434,260,568,1560,1216,732,98
86552,CUNDINAMARCA,VERGARA,2,3771,3396,7167,463,989,2388,1955,1214,156
86705,CUNDINAMARCA,VIANI,0,2433,2234,4667,344,689,1596,1156,769,113
86858,CUNDINAMARCA,VILLAGOMEZ,0,949,877,1826,124,284,639,429,296,54
